ENSG00000004478|ENSG00000004478.8|ENSP00000001008|ENSP00000001008.4,1.1540188587425637
ENSG00000224770|ENSG00000224770.7|ENSP00000449578|ENSP00000449578.2,1.1320013673554732
ENSG00000256269|ENSG00000256269.11|ENSP00000438424|ENSP00000438424.1,1.0999482647246157
ENSG00000187109|ENSG00000187109.15|ENSP00000447793|ENSP00000447793.1,1.3138602667423431
ENSG00000185024|ENSG00000185024.18|ENSP00000448723|ENSP00000448723.2,1.1109498778734688
ENSG00000187109|ENSG00000187109.15|ENSP00000448167|ENSP00000448167.1,1.3422547743859374
ENSG00000150967|ENSG00000150967.19|ENSP00000441086|ENSP00000441086.1,1.5898741536728598
ENSG00000123329|ENSG00000123329.20|ENSP00000449829|ENSP00000449829.1,1.1332184368451053
ENSG00000180263|ENSG00000180263.14|ENSP00000448350|ENSP00000448350.1,1.2611389777621753
ENSG00000148516|ENSG00000148516.23|ENSP00000444891|ENSP00000444891.2,1.0415877777543074
ENSG00000089157|ENSG00000089157.16|ENSP00000447311|ENSP00000447311.1,1.1991796373057682
ENSG00000124155|ENSG00000124155.19|ENSP00000441577|ENSP00000441577.1,1.1487072045716202
ENSG00000105664|ENSG00000105664.11|ENSP00000439156|ENSP00000439156.2,1.3419665892767447
ENSG00000161526|ENSG00000161526.15|ENSP00000446117|ENSP00000446117.1,1.160985041330329
ENSG00000180263|ENSG00000180263.14|ENSP00000450342|ENSP00000450342.1,1.041970373225855
ENSG00000175203|ENSG00000175203.17|ENSP00000448606|ENSP00000448606.1,1.2681202215049785
ENSG00000110911|ENSG00000110911.17|ENSP00000449200|ENSP00000449200.2,1.034450158508565
ENSG00000135899|ENSG00000135899.20|ENSP00000439558|ENSP00000439558.1,1.0769538418625508
ENSG00000110880|ENSG00000110880.11|ENSP00000447049|ENSP00000447049.1,1.0214114497082951
ENSG00000235441|ENSG00000235441.5|ENSP00000449846|ENSP00000449846.2,1.1699091555129026
ENSG00000059804|ENSG00000059804.18|ENSP00000440750|ENSP00000440750.1,1.1953353720360351
ENSG00000092140|ENSG00000092140.16|ENSP00000446615|ENSP00000446615.1,1.363086911943132
ENSG00000258083|ENSG00000258083.2|ENSP00000448789|ENSP00000448789.1,1.062113660205143
ENSG00000050426|ENSG00000050426.16|ENSP00000450391|ENSP00000450391.1,1.1818448830227615
ENSG00000237095|ENSG00000237095.9|ENSP00000447883|ENSP00000447883.2,1.1112394166619692
ENSG00000184613|ENSG00000184613.11|ENSP00000450102|ENSP00000450102.1,1.3907354078483447
ENSG00000111481|ENSG00000111481.10|ENSP00000448235|ENSP00000448235.1,1.200362454813782
ENSG00000123094|ENSG00000123094.16|ENSP00000441294|ENSP00000441294.1,1.2074721623220013
ENSG00000125954|ENSG00000125954.13|ENSP00000449668|ENSP00000449668.2,1.2541782688003247
ENSG00000185758|ENSG00000185758.9|ENSP00000438400|ENSP00000438400.1,1.1578291269851544
ENSG00000168010|ENSG00000168010.11|ENSP00000442635|ENSP00000442635.1,1.4928513728570658
ENSG00000185046|ENSG00000185046.21|ENSP00000448993|ENSP00000448993.2,1.0953840968548496
ENSG00000076513|ENSG00000076513.17|ENSP00000449781|ENSP00000449781.1,1.098310820821981
ENSG00000230780|ENSG00000230780.8|ENSP00000450263|ENSP00000450263.1,1.124811517151738
ENSG00000103544|ENSG00000103544.17|ENSP00000442468|ENSP00000442468.2,1.0363006191615203
ENSG00000186298|ENSG00000186298.12|ENSP00000448437|ENSP00000448437.1,1.1236757267450312
ENSG00000177239|ENSG00000177239.16|ENSP00000444189|ENSP00000444189.2,1.1514070502004032
ENSG00000234951|ENSG00000234951.9|ENSP00000450257|ENSP00000450257.1,1.229229277477787
ENSG00000187268|ENSG00000187268.12|ENSP00000439185|ENSP00000439185.1,1.3471167665744503
ENSG00000076108|ENSG00000076108.12|ENSP00000448760|ENSP00000448760.1,1.0148934231448763
ENSG00000228263|ENSG00000228263.8|ENSP00000447560|ENSP00000447560.1,1.1482693123589711
ENSG00000136448|ENSG00000136448.13|ENSP00000439263|ENSP00000439263.1,1.277952806606629
ENSG00000076108|ENSG00000076108.12|ENSP00000447591|ENSP00000447591.1,1.0171827958751003
ENSG00000166225|ENSG00000166225.9|ENSP00000447241|ENSP00000447241.1,1.0358260710607403
ENSG00000248098|ENSG00000248098.12|ENSP00000440345|ENSP00000440345.1,1.2116456984207629
ENSG00000167780|ENSG00000167780.12|ENSP00000450120|ENSP00000450120.1,1.2586161836601053
ENSG00000186635|ENSG00000186635.16|ENSP00000441741|ENSP00000441741.1,1.387267171326258
ENSG00000108582|ENSG00000108582.12|ENSP00000444443|ENSP00000444443.2,1.0800793847621413
ENSG00000204842|ENSG00000204842.18|ENSP00000446576|ENSP00000446576.2,0.9235407778800552
ENSG00000048028|ENSG00000048028.12|ENSP00000444991|ENSP00000444991.1,1.058391523430045
ENSG00000135404|ENSG00000135404.12|ENSP00000449654|ENSP00000449654.1,1.347052503656527
ENSG00000185651|ENSG00000185651.16|ENSP00000445931|ENSP00000445931.1,1.3084614610928165
ENSG00000173064|ENSG00000173064.14|ENSP00000448061|ENSP00000448061.2,1.3153714328289752
ENSG00000011465|ENSG00000011465.18|ENSP00000446530|ENSP00000446530.1,1.0687817801802806
ENSG00000176896|ENSG00000176896.9|ENSP00000440038|ENSP00000440038.2,1.0728122705723337
ENSG00000170484|ENSG00000170484.10|ENSP00000447447|ENSP00000447447.1,1.2403088142975318
ENSG00000062485|ENSG00000062485.19|ENSP00000449491|ENSP00000449491.1,1.0798639026015793
ENSG00000224242|ENSG00000224242.7|ENSP00000449292|ENSP00000449292.1,1.10174125392995
ENSG00000111666|ENSG00000111666.11|ENSP00000448766|ENSP00000448766.1,0.9999508271286287
ENSG00000139324|ENSG00000139324.12|ENSP00000447640|ENSP00000447640.1,1.1745589271060568
ENSG00000168876|ENSG00000168876.9|ENSP00000440396|ENSP00000440396.1,1.1459200358108155
ENSG00000120868|ENSG00000120868.15|ENSP00000448165|ENSP00000448165.2,1.0887552714779807
ENSG00000111199|ENSG00000111199.12|ENSP00000442167|ENSP00000442167.1,1.2899817612683717
ENSG00000257390|ENSG00000257390.5|ENSP00000449809|ENSP00000449809.1,1.1375230032358155
ENSG00000003056|ENSG00000003056.8|ENSP00000442983|ENSP00000442983.1,1.3240914298653523
ENSG00000111203|ENSG00000111203.13|ENSP00000443329|ENSP00000443329.1,1.2043433039221247
ENSG00000171681|ENSG00000171681.13|ENSP00000446260|ENSP00000446260.1,1.243763640888376
ENSG00000144306|ENSG00000144306.15|ENSP00000446727|ENSP00000446727.1,1.1904781482349716
ENSG00000110200|ENSG00000110200.9|ENSP00000443645|ENSP00000443645.1,1.5326583533635312
ENSG00000110934|ENSG00000110934.13|ENSP00000445874|ENSP00000445874.1,1.0280274540893715
ENSG00000229058|ENSG00000229058.10|ENSP00000446582|ENSP00000446582.1,1.2714510264805314
ENSG00000171634|ENSG00000171634.19|ENSP00000443949|ENSP00000443949.2,1.2038047913410554
ENSG00000146242|ENSG00000146242.9|ENSP00000440049|ENSP00000440049.1,1.074898719573184
ENSG00000130164|ENSG00000130164.16|ENSP00000437639|ENSP00000437639.1,1.2097755283284
ENSG00000139625|ENSG00000139625.13|ENSP00000447889|ENSP00000447889.1,1.2474080809423511
ENSG00000187790|ENSG00000187790.12|ENSP00000442493|ENSP00000442493.2,1.0801090000194873
ENSG00000231268|ENSG00000231268.9|ENSP00000448525|ENSP00000448525.1,1.270156585069855
ENSG00000235696|ENSG00000235696.8|ENSP00000447632|ENSP00000447632.1,1.1272781829961092
ENSG00000013573|ENSG00000013573.17|ENSP00000440402|ENSP00000440402.1,1.1069886234306516
ENSG00000182287|ENSG00000182287.15|ENSP00000444957|ENSP00000444957.3,1.3773827882543255
ENSG00000075856|ENSG00000075856.12|ENSP00000449743|ENSP00000449743.1,1.113273374278681
ENSG00000078589|ENSG00000078589.13|ENSP00000443138|ENSP00000443138.1,1.0727074575969404
ENSG00000231268|ENSG00000231268.9|ENSP00000446682|ENSP00000446682.2,1.0573899090087524
ENSG00000197324|ENSG00000197324.9|ENSP00000447559|ENSP00000447559.1,1.1072544526055101
ENSG00000256269|ENSG00000256269.11|ENSP00000445599|ENSP00000445599.1,1.1645741716119202
ENSG00000111674|ENSG00000111674.9|ENSP00000438873|ENSP00000438873.1,1.1447352745561692
ENSG00000185958|ENSG00000185958.10|ENSP00000443703|ENSP00000443703.1,1.0880825173385467
ENSG00000151322|ENSG00000151322.20|ENSP00000447213|ENSP00000447213.2,1.019903140803188
ENSG00000136048|ENSG00000136048.14|ENSP00000445827|ENSP00000445827.1,1.0781204147715917
ENSG00000063046|ENSG00000063046.18|ENSP00000447192|ENSP00000447192.1,1.0437514653053372
ENSG00000206256|ENSG00000206256.14|ENSP00000449114|ENSP00000449114.1,1.1688449846256752
ENSG00000161835|ENSG00000161835.11|ENSP00000449492|ENSP00000449492.1,1.2264676824287595
ENSG00000206283|ENSG00000206283.10|ENSP00000447540|ENSP00000447540.1,1.2697608824536506
ENSG00000072110|ENSG00000072110.17|ENSP00000444422|ENSP00000444422.2,1.5428317353399075
ENSG00000182050|ENSG00000182050.14|ENSP00000448093|ENSP00000448093.1,1.3305621224727078
ENSG00000177426|ENSG00000177426.22|ENSP00000446944|ENSP00000446944.1,1.2037558147640885
ENSG00000267508|ENSG00000267508.6|ENSP00000439431|ENSP00000439431.2,1.1254746104222364
ENSG00000119408|ENSG00000119408.17|ENSP00000441426|ENSP00000441426.1,1.370022817497563
ENSG00000170456|ENSG00000170456.16|ENSP00000442938|ENSP00000442938.1,1.041145861519456
ENSG00000110876|ENSG00000110876.11|ENSP00000447752|ENSP00000447752.1,1.1343834699598485
ENSG00000100372|ENSG00000100372.15|ENSP00000438355|ENSP00000438355.2,1.0076088134790613
ENSG00000219200|ENSG00000219200.12|ENSP00000449500|ENSP00000449500.1,1.1921776594630877
ENSG00000092841|ENSG00000092841.19|ENSP00000446714|ENSP00000446714.1,1.4968780961530657
ENSG00000162129|ENSG00000162129.15|ENSP00000442651|ENSP00000442651.1,1.2673335279464555
ENSG00000223793|ENSG00000223793.7|ENSP00000448003|ENSP00000448003.1,1.1581285532691765
ENSG00000163618|ENSG00000163618.18|ENSP00000439528|ENSP00000439528.1,1.1700648204917605
ENSG00000144959|ENSG00000144959.11|ENSP00000443227|ENSP00000443227.1,1.1117416013096815
ENSG00000051382|ENSG00000051382.10|ENSP00000438259|ENSP00000438259.1,1.0554206315214916
ENSG00000242022|ENSG00000242022.8|ENSP00000447204|ENSP00000447204.1,1.0474601690430085
ENSG00000151490|ENSG00000151490.15|ENSP00000439234|ENSP00000439234.1,1.1640349735262863
ENSG00000064547|ENSG00000064547.14|ENSP00000443256|ENSP00000443256.2,1.2307621610384913
ENSG00000179104|ENSG00000179104.9|ENSP00000447609|ENSP00000447609.1,0.9845731961964148
ENSG00000135655|ENSG00000135655.16|ENSP00000446843|ENSP00000446843.1,1.3627407640820441
ENSG00000135298|ENSG00000135298.15|ENSP00000441821|ENSP00000441821.2,1.0316925518151117
ENSG00000229183|ENSG00000229183.10|ENSP00000443623|ENSP00000443623.1,1.6264526717748886
ENSG00000174243|ENSG00000174243.11|ENSP00000515224|ENSP00000515224.1,1.0457258782900034
ENSG00000230505|ENSG00000230505.4|ENSP00000447194|ENSP00000447194.2,1.163403390269841
ENSG00000198826|ENSG00000198826.11|ENSP00000440073|ENSP00000440073.1,1.1020302539759528
ENSG00000233599|ENSG00000233599.8|ENSP00000447232|ENSP00000447232.2,1.1826142055196511
ENSG00000171759|ENSG00000171759.10|ENSP00000446658|ENSP00000446658.1,1.1379601970318576
ENSG00000171634|ENSG00000171634.19|ENSP00000440854|ENSP00000440854.2,0.9997207161188862
ENSG00000176715|ENSG00000176715.17|ENSP00000442781|ENSP00000442781.1,1.2616213790879693
ENSG00000196418|ENSG00000196418.13|ENSP00000440365|ENSP00000440365.2,1.266522792534721
ENSG00000170667|ENSG00000170667.16|ENSP00000440982|ENSP00000440982.1,1.3757158035331614
ENSG00000073060|ENSG00000073060.17|ENSP00000443454|ENSP00000443454.1,1.6797664709048872
ENSG00000089157|ENSG00000089157.16|ENSP00000449765|ENSP00000449765.1,1.393921573918974
ENSG00000139436|ENSG00000139436.22|ENSP00000473637|ENSP00000473637.1,0.9738886769980794
ENSG00000090382|ENSG00000090382.7|ENSP00000449969|ENSP00000449969.1,1.1812139641083137
ENSG00000168952|ENSG00000168952.16|ENSP00000449536|ENSP00000449536.1,1.1162295138854632
ENSG00000166908|ENSG00000166908.18|ENSP00000450197|ENSP00000450197.1,1.2376974706338573
ENSG00000129493|ENSG00000129493.15|ENSP00000437968|ENSP00000437968.2,0.9743919448538377
ENSG00000175879|ENSG00000175879.9|ENSP00000437431|ENSP00000437431.2,1.2085653156284764
ENSG00000206509|ENSG00000206509.13|ENSP00000450300|ENSP00000450300.1,1.240765834845512
ENSG00000062485|ENSG00000062485.19|ENSP00000447986|ENSP00000447986.1,1.0945285494945645
ENSG00000166153|ENSG00000166153.17|ENSP00000448728|ENSP00000448728.1,1.4149520385401506
ENSG00000166046|ENSG00000166046.12|ENSP00000449123|ENSP00000449123.1,1.0874635284596366
ENSG00000196531|ENSG00000196531.14|ENSP00000446801|ENSP00000446801.1,1.1190416979496107
ENSG00000135678|ENSG00000135678.12|ENSP00000446799|ENSP00000446799.1,1.075019680773378
ENSG00000129636|ENSG00000129636.13|ENSP00000441062|ENSP00000441062.2,1.1401049309552047
ENSG00000058272|ENSG00000058272.19|ENSP00000446855|ENSP00000446855.1,1.0612397570820906
ENSG00000166111|ENSG00000166111.10|ENSP00000447583|ENSP00000447583.2,1.1822750293840025
ENSG00000179111|ENSG00000179111.9|ENSP00000446205|ENSP00000446205.2,1.1531869839272357
ENSG00000123352|ENSG00000123352.18|ENSP00000448459|ENSP00000448459.1,1.0956402776183496
ENSG00000157227|ENSG00000157227.14|ENSP00000506068|ENSP00000506068.1,1.1947030566177086
ENSG00000149970|ENSG00000149970.16|ENSP00000444633|ENSP00000444633.1,1.064260536732357
ENSG00000167657|ENSG00000167657.14|ENSP00000442973|ENSP00000442973.1,1.623188277250854
ENSG00000135486|ENSG00000135486.19|ENSP00000449913|ENSP00000449913.1,1.091324639426926
ENSG00000100934|ENSG00000100934.15|ENSP00000447489|ENSP00000447489.2,1.349059538322567
ENSG00000196091|ENSG00000196091.15|ENSP00000447404|ENSP00000447404.1,1.363066032045996
ENSG00000084110|ENSG00000084110.11|ENSP00000447543|ENSP00000447543.1,1.0532045173072087
ENSG00000136161|ENSG00000136161.13|ENSP00000443862|ENSP00000443862.1,1.0393515956527535
ENSG00000159921|ENSG00000159921.20|ENSP00000437765|ENSP00000437765.3,1.016216819744976
ENSG00000072609|ENSG00000072609.18|ENSP00000445371|ENSP00000445371.2,1.0023452393090286
ENSG00000229058|ENSG00000229058.10|ENSP00000446495|ENSP00000446495.1,1.1317087434791004
ENSG00000257987|ENSG00000257987.6|ENSP00000489652|ENSP00000489652.1,1.2493823932616213
ENSG00000139644|ENSG00000139644.13|ENSP00000449907|ENSP00000449907.1,1.116247463599976
ENSG00000137497|ENSG00000137497.19|ENSP00000438821|ENSP00000438821.1,1.2017240459218776
ENSG00000161807|ENSG00000161807.3|ENSP00000444134|ENSP00000444134.1,1.0701862190862725
ENSG00000235696|ENSG00000235696.8|ENSP00000449366|ENSP00000449366.2,1.0925175298702383
ENSG00000130675|ENSG00000130675.15|ENSP00000438552|ENSP00000438552.1,1.5040991335621021
ENSG00000131467|ENSG00000131467.12|ENSP00000438237|ENSP00000438237.2,1.1347749504307703
ENSG00000135454|ENSG00000135454.14|ENSP00000448577|ENSP00000448577.1,1.3825194657880524
ENSG00000012822|ENSG00000012822.16|ENSP00000447117|ENSP00000447117.1,1.1893897668959441
ENSG00000139537|ENSG00000139537.11|ENSP00000446569|ENSP00000446569.1,1.1326782830210997
ENSG00000104093|ENSG00000104093.14|ENSP00000441858|ENSP00000441858.2,1.061210353525264
ENSG00000110931|ENSG00000110931.19|ENSP00000441352|ENSP00000441352.1,1.150875333165069
ENSG00000111652|ENSG00000111652.10|ENSP00000438115|ENSP00000438115.1,1.1366542727958477
ENSG00000179088|ENSG00000179088.16|ENSP00000449362|ENSP00000449362.1,0.9753393963723386
ENSG00000111596|ENSG00000111596.14|ENSP00000449446|ENSP00000449446.1,1.1439670937904944
ENSG00000167580|ENSG00000167580.8|ENSP00000447148|ENSP00000447148.1,1.2462453087191112
ENSG00000161813|ENSG00000161813.23|ENSP00000448756|ENSP00000448756.1,1.2726025741282567
ENSG00000257390|ENSG00000257390.5|ENSP00000447000|ENSP00000447000.1,1.1089308124403283
ENSG00000143147|ENSG00000143147.15|ENSP00000444348|ENSP00000444348.1,1.1194764866537488
ENSG00000090382|ENSG00000090382.7|ENSP00000449898|ENSP00000449898.1,1.1606445567157315
ENSG00000111780|ENSG00000111780.8|ENSP00000450281|ENSP00000450281.1,1.1869923984650996
ENSG00000149485|ENSG00000149485.19|ENSP00000441403|ENSP00000441403.1,1.2600848206671211
ENSG00000085563|ENSG00000085563.15|ENSP00000444095|ENSP00000444095.1,1.0167367977834352
ENSG00000169813|ENSG00000169813.17|ENSP00000438061|ENSP00000438061.1,1.1192838319526894
ENSG00000089157|ENSG00000089157.16|ENSP00000449328|ENSP00000449328.1,1.16097693190719
ENSG00000120438|ENSG00000120438.12|ENSP00000439447|ENSP00000439447.1,1.1277879044424053
ENSG00000111371|ENSG00000111371.16|ENSP00000449756|ENSP00000449756.1,1.0036799133285228
ENSG00000103707|ENSG00000103707.10|ENSP00000443754|ENSP00000443754.1,1.044780745905791
ENSG00000139572|ENSG00000139572.4|ENSP00000450310|ENSP00000450310.1,1.0576304964691279
ENSG00000139200|ENSG00000139200.14|ENSP00000444605|ENSP00000444605.1,1.0471321348393714
ENSG00000166148|ENSG00000166148.4|ENSP00000449822|ENSP00000449822.1,1.2345562405097517
ENSG00000123329|ENSG00000123329.20|ENSP00000473445|ENSP00000473445.2,0.9668684094236958
ENSG00000213782|ENSG00000213782.7|ENSP00000444000|ENSP00000444000.1,1.1504922828674518
ENSG00000107186|ENSG00000107186.17|ENSP00000446358|ENSP00000446358.1,0.9870397572641206
ENSG00000076685|ENSG00000076685.19|ENSP00000447664|ENSP00000447664.1,1.1130121876464634
ENSG00000172663|ENSG00000172663.9|ENSP00000438439|ENSP00000438439.1,1.3813909836028972
ENSG00000132938|ENSG00000132938.22|ENSP00000445403|ENSP00000445403.1,1.1304303107688505
ENSG00000206495|ENSG00000206495.12|ENSP00000449272|ENSP00000449272.1,1.0718543738634663
ENSG00000139146|ENSG00000139146.14|ENSP00000437363|ENSP00000437363.1,1.1730200499293661
ENSG00000139220|ENSG00000139220.17|ENSP00000450298|ENSP00000450298.1,1.015083425194793
ENSG00000229524|ENSG00000229524.10|ENSP00000447546|ENSP00000447546.2,0.996210363275007
ENSG00000170627|ENSG00000170627.11|ENSP00000446485|ENSP00000446485.1,1.2698588771065633
ENSG00000198270|ENSG00000198270.14|ENSP00000450377|ENSP00000450377.1,1.0918414842269168
ENSG00000175575|ENSG00000175575.13|ENSP00000438071|ENSP00000438071.1,1.0099320178181597
ENSG00000223852|ENSG00000223852.7|ENSP00000446798|ENSP00000446798.1,1.128471582482514
ENSG00000198000|ENSG00000198000.12|ENSP00000439751|ENSP00000439751.1,1.0558619976839867
ENSG00000101199|ENSG00000101199.13|ENSP00000449849|ENSP00000449849.1,1.1226490121434423
ENSG00000089597|ENSG00000089597.18|ENSP00000442962|ENSP00000442962.1,1.076487848304149
ENSG00000175203|ENSG00000175203.17|ENSP00000439376|ENSP00000439376.2,1.1101325557957904
ENSG00000120868|ENSG00000120868.15|ENSP00000448826|ENSP00000448826.1,1.1152155086629796
ENSG00000187778|ENSG00000187778.14|ENSP00000448056|ENSP00000448056.1,1.1844438201929974
ENSG00000183793|ENSG00000183793.14|ENSP00000441072|ENSP00000441072.1,1.135719869365893
ENSG00000161642|ENSG00000161642.18|ENSP00000447162|ENSP00000447162.1,1.0783342611830844
ENSG00000141380|ENSG00000141380.14|ENSP00000438066|ENSP00000438066.2,1.3042987337156144
ENSG00000139620|ENSG00000139620.13|ENSP00000448129|ENSP00000448129.1,1.209502454392064
ENSG00000048028|ENSG00000048028.12|ENSP00000442431|ENSP00000442431.1,1.0514652736414913
ENSG00000139220|ENSG00000139220.17|ENSP00000447868|ENSP00000447868.1,1.0070776506592325
ENSG00000135439|ENSG00000135439.12|ENSP00000446683|ENSP00000446683.1,1.136093401125954
ENSG00000062485|ENSG00000062485.19|ENSP00000448667|ENSP00000448667.1,1.1271163049350423
ENSG00000159753|ENSG00000159753.15|ENSP00000441481|ENSP00000441481.1,1.006995473563062
ENSG00000139220|ENSG00000139220.17|ENSP00000447918|ENSP00000447918.1,1.1635598534073173
ENSG00000181929|ENSG00000181929.13|ENSP00000449121|ENSP00000449121.1,1.0799381611701093
ENSG00000175203|ENSG00000175203.17|ENSP00000503193|ENSP00000503193.1,1.3113346075397234
ENSG00000173262|ENSG00000173262.12|ENSP00000438484|ENSP00000438484.1,1.1744237142079406
ENSG00000127329|ENSG00000127329.16|ENSP00000448349|ENSP00000448349.1,0.9804920411145909
ENSG00000079387|ENSG00000079387.15|ENSP00000447593|ENSP00000447593.1,1.2121475677458473
ENSG00000165685|ENSG00000165685.9|ENSP00000445582|ENSP00000445582.2,1.058021396028585
ENSG00000176383|ENSG00000176383.9|ENSP00000438840|ENSP00000438840.1,1.1680072823059655
ENSG00000151322|ENSG00000151322.20|ENSP00000450392|ENSP00000450392.1,1.0657200494778767
ENSG00000165457|ENSG00000165457.15|ENSP00000443307|ENSP00000443307.1,1.3389623736060503
ENSG00000170890|ENSG00000170890.14|ENSP00000447233|ENSP00000447233.1,1.5570249592983096
ENSG00000187109|ENSG00000187109.15|ENSP00000446787|ENSP00000446787.1,1.4167484141490685
ENSG00000235307|ENSG00000235307.12|ENSP00000449380|ENSP00000449380.2,0.9768049962628159
ENSG00000185664|ENSG00000185664.15|ENSP00000446633|ENSP00000446633.1,1.1942676666709695
ENSG00000164338|ENSG00000164338.10|ENSP00000440796|ENSP00000440796.1,1.0403349523000007
